genre,age,zone,secteur,informel,personnes_a_charge,anciennete_activite_mois,chiffre_affaires,charges_activite,revenu_activite,flux_tresorerie_net,charges_perso,montant_demande,duree_mois,mensualite,taux_endettement,couverture_cashflow,epargne_mensuelle,regularite_epargne,participe_tontine,regularite_tontine,a_historique,nb_credits_anterieurs,nb_retards,deja_impaye,a_caution,capacite_caution,score_reputation,type_probleme,defaut
F,37,rural,commerce_detail,1,1,20,1401000,1138000,263000,255000,41000,1317000,12,129500,0.492,1.969,21000,0.618,1,0.809,0,0,0,0,1,0.468,0.842,aucun,0
F,53,urbain,vente_vivres,0,3,39,255000,220000,35000,28000,25000,155000,12,15200,0.434,1.842,1000,0.826,1,0.567,1,0,2,0,1,0.093,0.508,aucun,0
F,32,rural,commerce_detail,1,2,37,975000,776000,199000,163000,66000,480000,24,23600,0.119,6.906,26000,0.574,1,0.484,1,3,2,0,1,0.506,0.951,aucun,0
F,40,rural,commerce_detail,0,3,10,685000,564000,121000,94000,83000,491000,12,48300,0.399,1.946,16000,0.632,0,0,0,0,0,0,0,0,0.764,aucun,0
F,35,urbain,commerce_detail,1,4,57,305000,257000,48000,40000,96000,270000,12,26600,0.554,1.504,3000,0.553,0,0,1,4,1,0,1,0.451,0.681,retards,1
F,43,urbain,services,1,4,20,63815000,16927000,46888000,42275000,92000,53467000,12,5257600,0.112,8.041,5753000,0.241,1,0.538,0,0,0,0,1,0.944,0.726,aucun,0
F,31,rural,services,0,1,35,728000,176000,552000,445000,58000,337000,12,33100,0.06,13.444,41000,0.817,1,0.658,1,1,1,0,0,0,0.747,aucun,0
F,55,urbain,vente_vivres,1,4,88,361000,300000,61000,47000,45000,150000,12,14800,0.243,3.175,6000,0.746,1,0.724,1,1,0,0,1,0.53,0.912,aucun,0
M,23,urbain,vente_vivres,0,1,21,607000,492000,115000,121000,48000,609000,12,59900,0.521,2.02,14000,0.662,1,0.633,1,3,0,0,1,0.594,0.926,aucun,0
M,53,rural,services,0,4,44,285000,71000,214000,190000,109000,179000,12,17600,0.082,10.795,32000,0.504,1,0.839,1,5,0,0,1,0.817,0.512,aucun,0
F,39,rural,services,0,1,101,223000,48000,175000,175000,26000,214000,12,21000,0.12,8.333,16000,0.2,1,0.662,1,2,2,0,0,0,0.572,aucun,0
F,43,rural,artisanat,0,4,48,408000,273000,135000,131000,81000,404000,12,39700,0.294,3.3,17000,0.585,0,0,1,0,0,0,1,0.47,0.782,aucun,0
F,50,rural,quincaillerie_materiaux,1,4,63,432000,362000,70000,56000,65000,453000,12,44500,0.636,1.258,3000,0.533,0,0,1,7,1,0,1,0.606,0.838,aucun,0
F,46,urbain,services,0,5,18,301000,60000,241000,218000,103000,166000,24,8200,0.034,26.582,20000,0.339,0,0,0,0,0,0,0,0,0.761,aucun,0
M,31,rural,vente_vivres,1,2,76,1730000,1583000,147000,135000,72000,1403000,12,138000,0.939,0.978,2000,0.466,1,0.609,1,2,1,0,0,0,0.526,impaye,1
M,43,rural,vente_vivres,0,1,12,311000,277000,34000,27000,49000,235000,12,23100,0.679,1.169,3000,0.719,1,0.969,1,5,0,0,1,0.476,0.916,aucun,0
M,55,rural,artisanat,0,0,46,270000,138000,132000,103000,28000,150000,12,14800,0.112,6.959,9000,0.928,0,0,1,1,1,0,0,0,0.573,aucun,0
M,30,rural,vente_vivres,1,5,34,218000,197000,21000,17000,20000,150000,12,14800,0.705,1.149,3000,0.559,0,0,1,3,0,0,1,0.686,0.596,aucun,0
M,57,rural,vente_vivres,1,1,29,201000,182000,19000,16000,20000,150000,12,14800,0.779,1.081,1000,0.78,1,0.691,0,0,0,0,1,0.334,0.872,impaye,1
M,41,rural,commerce_detail,1,3,26,1430000,1243000,187000,156000,74000,589000,12,57900,0.31,2.694,33000,0.702,0,0,0,0,0,0,1,0.76,0.866,aucun,0
F,34,urbain,vente_vivres,1,2,48,744000,648000,96000,79000,64000,423000,12,41600,0.433,1.899,4000,0.717,1,0.833,0,0,0,0,1,0.601,0.527,aucun,0
F,30,rural,quincaillerie_materiaux,1,2,22,1074000,950000,124000,113000,76000,667000,12,65600,0.529,1.723,13000,0.62,1,0.681,0,0,0,0,0,0,0.633,aucun,0
F,36,urbain,services,1,1,27,1419000,628000,791000,663000,48000,1319000,24,64900,0.082,10.216,47000,0.212,1,0.675,0,0,0,0,0,0,0.72,aucun,0
M,20,urbain,vente_vivres,0,4,46,450000,385000,65000,64000,44000,441000,12,43400,0.668,1.475,11000,0.51,1,0.649,1,0,0,0,0,0,0.761,aucun,0
F,34,rural,commerce_detail,1,5,62,21783000,19104000,2679000,2051000,120000,18723000,12,1841100,0.687,1.114,233000,0.578,1,0.342,0,0,0,0,1,0.279,0.889,impaye,1
M,36,rural,artisanat,0,3,32,351000,167000,184000,172000,52000,328000,18,21500,0.117,8,9000,0.117,1,0.617,1,1,0,1,0,0,0.736,aucun,0
M,28,urbain,vente_vivres,0,1,77,235000,208000,27000,27000,23000,150000,12,14800,0.548,1.824,1000,0.146,0,0,1,3,1,0,1,0.563,0.41,aucun,0
F,45,urbain,artisanat,1,3,38,820000,556000,264000,233000,65000,593000,18,38900,0.147,5.99,36000,0.554,0,0,0,0,0,0,0,0,0.872,aucun,0
F,36,urbain,commerce_detail,1,1,36,675000,527000,148000,125000,42000,317000,12,31200,0.211,4.006,24000,0.728,0,0,0,0,0,0,1,0.314,0.691,aucun,0
F,32,urbain,quincaillerie_materiaux,0,2,130,674000,572000,102000,86000,64000,408000,6,80200,0.786,1.072,14000,0.275,1,0.716,1,1,2,0,0,0,0.677,aucun,0
F,35,urbain,vente_vivres,0,8,43,1416000,1266000,150000,127000,152000,1200000,12,118000,0.787,1.076,14000,0.821,0,0,1,3,0,0,1,0.341,0.367,retards,1
M,41,rural,artisanat,1,3,94,654000,405000,249000,196000,67000,690000,12,67800,0.272,2.891,41000,0.488,1,0.669,0,0,0,0,1,0.502,0.93,aucun,0
M,39,urbain,commerce_detail,0,1,124,779000,676000,103000,95000,51000,431000,12,42400,0.412,2.241,9000,0.371,0,0,0,0,0,0,1,0.445,0.7,aucun,0
M,32,rural,artisanat,0,4,18,18152000,12270000,5882000,5512000,77000,13448000,12,1322400,0.225,4.168,234000,0.465,0,0,0,0,0,0,1,0.374,0.753,aucun,0
F,39,urbain,vente_vivres,1,5,22,13246000,10749000,2497000,2165000,87000,4517000,9,592200,0.237,3.656,105000,0.843,0,0,0,0,0,0,1,0.184,0.752,aucun,0
F,38,rural,quincaillerie_materiaux,0,3,14,909000,813000,96000,100000,73000,755000,12,74200,0.773,1.348,11000,0.265,1,0.695,1,3,0,0,1,0.508,0.53,aucun,0
F,28,urbain,vente_vivres,1,5,50,179000,157000,22000,23000,20000,150000,12,14800,0.673,1.554,3000,0.65,0,0,1,6,0,0,1,0.427,0.714,retards,1
M,35,rural,commerce_detail,1,3,51,14094000,11341000,2753000,2311000,87000,9142000,12,899000,0.327,2.571,346000,0.399,0,0,0,0,0,0,0,0,0.911,aucun,0
M,43,rural,vente_vivres,0,6,25,154000,127000,27000,26000,20000,150000,12,14800,0.548,1.757,1000,0.84,0,0,1,5,4,0,1,0.396,0.607,aucun,0
F,43,rural,commerce_detail,1,2,10,378000,324000,54000,42000,44000,150000,12,14800,0.274,2.838,4000,0.721,1,0.568,1,2,1,0,1,0.323,0.738,aucun,0
M,36,rural,vente_vivres,1,1,44,368000,323000,45000,44000,26000,324000,12,31900,0.709,1.379,1000,0.249,1,0.587,1,0,4,0,1,0.526,0.893,retards,1
F,44,urbain,quincaillerie_materiaux,1,3,14,3583000,3175000,408000,396000,58000,2782000,12,273600,0.671,1.447,68000,0.722,1,0.507,1,0,2,0,0,0,0.881,aucun,0
M,29,urbain,vente_vivres,0,5,31,358000,306000,52000,45000,32000,338000,12,33200,0.638,1.355,1000,0.24,1,0.273,1,0,2,0,1,0.566,0.816,aucun,0
F,29,urbain,commerce_detail,0,4,52,869000,749000,120000,104000,76000,916000,12,90100,0.751,1.154,20000,0.541,1,0.494,1,1,2,0,0,0,0.593,aucun,0
F,36,rural,commerce_detail,0,5,37,370000,303000,67000,62000,48000,222000,12,21800,0.325,2.844,4000,0.267,0,0,0,0,0,0,0,0,0.565,aucun,0
M,51,urbain,commerce_detail,1,4,62,3110000,2514000,596000,497000,73000,2777000,6,546100,0.916,0.91,63000,0.503,1,0.842,1,1,0,0,1,0.134,0.856,retards,1
F,39,urbain,commerce_detail,0,2,30,970000,826000,144000,133000,76000,498000,24,24500,0.17,5.428,18000,0.275,1,0.675,1,1,1,0,1,0.316,0.878,aucun,0
F,36,urbain,quincaillerie_materiaux,0,1,23,324000,288000,36000,37000,32000,200000,12,19700,0.547,1.878,5000,0.752,0,0,0,0,0,0,1,0.457,0.94,aucun,0
F,52,urbain,commerce_detail,1,0,20,712000,625000,87000,77000,48000,684000,18,44800,0.515,1.719,11000,0.491,1,0.707,1,4,1,0,1,0.574,0.734,aucun,0
F,35,rural,artisanat,1,2,51,1017000,555000,462000,375000,40000,1031000,9,135200,0.293,2.774,42000,0.718,0,0,1,2,1,0,1,0.394,0.497,aucun,0
M,58,rural,commerce_detail,0,1,33,3020000,2633000,387000,355000,57000,1720000,12,169100,0.437,2.099,18000,0.883,1,0.847,1,2,1,0,1,0.37,0.486,aucun,0
M,33,rural,commerce_detail,1,1,22,204000,182000,22000,21000,20000,190000,12,18700,0.85,1.123,1000,0.552,0,0,1,6,2,0,1,0.198,0.5,aucun,0
M,29,rural,artisanat,0,3,43,524000,287000,237000,215000,68000,472000,12,46400,0.196,4.634,29000,0.539,0,0,1,2,3,0,1,0.081,0.736,aucun,0
F,37,rural,commerce_detail,1,4,13,543000,459000,84000,64000,74000,222000,12,21800,0.26,2.936,6000,0.466,1,0.613,0,0,0,0,0,0,0.821,aucun,0
F,36,urbain,vente_vivres,1,2,36,598000,544000,54000,51000,35000,467000,18,30600,0.567,1.667,7000,0.653,0,0,0,0,0,0,1,0.423,0.834,aucun,0
F,31,rural,agriculture,0,4,40,5301000,3282000,2019000,1537000,85000,3561000,12,350200,0.173,4.389,284000,0.594,1,0.853,1,3,1,0,1,0.783,0.745,aucun,0
F,61,urbain,agriculture,0,6,43,515000,369000,146000,128000,123000,156000,12,15300,0.105,8.365,7000,0.557,1,0.553,0,0,0,0,1,0.035,0.75,aucun,0
F,41,rural,services,1,3,78,70000,24000,46000,40000,35000,150000,18,9800,0.213,4.081,0,0.552,1,0.776,1,4,0,0,1,0.356,0.815,aucun,0
M,42,rural,commerce_detail,0,1,29,505000,419000,86000,86000,57000,547000,9,71700,0.834,1.199,8000,0.53,1,0.944,0,0,0,0,1,0.411,0.685,aucun,0
M,34,urbain,quincaillerie_materiaux,0,1,41,8741000,7999000,742000,749000,48000,7980000,12,784700,1.058,0.955,43000,0.238,1,0.752,1,1,0,0,1,0.832,0.665,aucun,0
M,33,urbain,agriculture,0,4,44,487000,285000,202000,198000,85000,205000,24,10100,0.05,19.602,4000,0.489,0,0,1,1,1,0,1,0.356,0.447,aucun,0
F,47,urbain,agriculture,1,2,33,324000,181000,143000,142000,67000,150000,24,7400,0.052,19.187,11000,0.73,0,0,0,0,0,0,0,0,0.603,aucun,0
F,23,urbain,commerce_detail,1,2,17,194000,156000,38000,31000,28000,150000,12,14800,0.389,2.094,3000,0.875,0,0,1,0,0,0,0,0,0.511,aucun,0
F,28,rural,vente_vivres,1,2,54,3744000,3389000,355000,343000,53000,993000,12,97600,0.275,3.514,14000,0.906,1,0.402,1,3,1,0,0,0,0.605,aucun,0
F,36,urbain,commerce_detail,1,4,10,783000,643000,140000,136000,78000,245000,6,48200,0.344,2.822,8000,0.763,0,0,0,0,0,0,0,0,0.46,aucun,0
F,50,urbain,commerce_detail,1,6,18,507000,437000,70000,69000,48000,437000,12,43000,0.614,1.605,1000,0.698,1,0.547,0,0,0,0,1,0.594,0.858,impaye,1
F,35,urbain,services,1,4,28,3644000,939000,2705000,2674000,71000,2604000,12,256100,0.095,10.441,469000,0.56,1,0.731,1,0,1,0,1,0.263,0.813,aucun,0
F,42,urbain,commerce_detail,0,4,17,285000,239000,46000,37000,84000,240000,12,23600,0.513,1.568,6000,0.629,1,0.612,1,1,1,1,0,0,0.567,retards,1
M,38,urbain,vente_vivres,1,4,36,997000,860000,137000,113000,72000,856000,12,84200,0.615,1.342,5000,0.679,0,0,0,0,0,0,1,0.904,0.187,aucun,0
F,50,urbain,commerce_detail,1,1,65,207000,168000,39000,38000,29000,150000,12,14800,0.379,2.567,4000,0.387,0,0,1,5,0,0,0,0,0.59,aucun,0
M,24,urbain,vente_vivres,1,3,96,1130000,957000,173000,137000,71000,1191000,12,117100,0.677,1.17,20000,0.808,0,0,1,2,1,0,0,0,0.645,impaye,1
F,45,urbain,commerce_detail,1,2,34,228000,185000,43000,34000,27000,245000,9,32100,0.746,1.059,4000,0.525,0,0,1,2,2,0,1,0.928,0.276,aucun,0
M,36,urbain,vente_vivres,1,2,42,891000,724000,167000,174000,49000,249000,12,24500,0.147,7.102,18000,0.674,0,0,1,2,0,0,0,0,0.622,aucun,0
F,46,urbain,commerce_detail,1,5,36,3142000,2614000,528000,549000,100000,967000,12,95100,0.18,5.773,83000,0.431,1,0.626,1,5,0,0,1,0.654,0.653,aucun,0
F,31,rural,agriculture,0,2,33,647000,440000,207000,176000,61000,613000,12,60300,0.291,2.919,33000,0.496,1,0.773,1,2,0,0,1,0.572,0.74,aucun,0
F,38,urbain,commerce_detail,1,2,33,93000,74000,19000,14000,20000,150000,12,14800,0.779,0.946,0,0.853,0,0,1,1,0,0,0,0,0.707,aucun,0
F,37,urbain,vente_vivres,0,2,86,616000,519000,97000,84000,51000,673000,12,66200,0.682,1.269,9000,0.215,0,0,1,7,1,1,0,0,0.276,retards,1
M,29,rural,commerce_detail,1,3,11,898000,750000,148000,112000,74000,413000,9,54100,0.366,2.07,12000,0.828,0,0,1,1,1,0,1,0.505,0.608,retards,1
F,26,urbain,commerce_detail,0,0,57,1284000,1145000,139000,110000,42000,1189000,18,77900,0.56,1.412,1000,0.652,0,0,1,1,0,0,1,0.63,0.737,aucun,0
M,33,urbain,commerce_detail,1,2,21,2090000,1783000,307000,251000,66000,1455000,12,143100,0.466,1.754,50000,0.509,1,0.794,1,1,0,0,0,0,0.759,aucun,0
F,39,rural,commerce_detail,1,2,30,2182000,1949000,233000,233000,53000,1575000,12,154900,0.665,1.504,42000,0.398,0,0,1,1,0,0,1,0.527,0.574,impaye,1
F,31,urbain,commerce_detail,0,6,17,534000,450000,84000,72000,74000,228000,12,22400,0.267,3.214,11000,0.763,1,0.334,1,1,1,0,0,0,0.856,aucun,0
F,35,rural,vente_vivres,1,3,16,341000,306000,35000,26000,27000,261000,12,25700,0.734,1.012,2000,0.529,1,0.764,1,1,0,0,1,0.199,0.649,aucun,0
F,21,rural,quincaillerie_materiaux,1,7,62,231000,192000,39000,37000,34000,150000,12,14800,0.379,2.5,0,0.048,1,0.856,0,0,0,0,0,0,0.886,aucun,0
M,35,rural,commerce_detail,1,2,24,377000,320000,57000,44000,49000,165000,12,16200,0.284,2.716,3000,0.421,0,0,1,1,0,0,1,0.888,0.963,impaye,1
M,47,rural,vente_vivres,1,3,35,895000,754000,141000,144000,77000,861000,24,42300,0.3,3.404,15000,0.65,0,0,1,1,0,0,1,0.63,0.694,aucun,0
M,44,urbain,quincaillerie_materiaux,0,2,45,5014000,4513000,501000,413000,60000,2166000,12,213000,0.425,1.939,26000,0.836,1,0.282,1,4,2,0,0,0,0.94,aucun,0
F,37,rural,commerce_detail,1,4,78,272000,241000,31000,25000,27000,150000,12,14800,0.477,1.689,4000,0.434,1,0.692,1,1,0,0,1,0.304,0.447,aucun,0
F,40,urbain,vente_vivres,1,2,17,963000,853000,110000,96000,61000,312000,12,30700,0.279,3.127,19000,0.332,0,0,0,0,0,0,0,0,0.7,aucun,0
M,31,rural,commerce_detail,0,1,80,345000,273000,72000,56000,44000,285000,12,28000,0.389,2,3000,0.399,1,0.725,0,0,0,0,1,0.668,0.853,aucun,0
F,53,urbain,commerce_detail,0,7,40,818000,699000,119000,90000,80000,402000,12,39500,0.332,2.278,21000,0.288,1,0.942,1,3,1,1,1,0.397,0.595,aucun,0
F,57,urbain,vente_vivres,0,2,39,299000,266000,33000,34000,51000,318000,12,31300,0.948,1.086,3000,0.637,1,0.603,0,0,0,0,1,0.129,0.735,aucun,0
F,39,urbain,agriculture,1,4,29,763000,425000,338000,341000,87000,672000,18,44100,0.13,7.732,25000,0.428,1,0.61,1,0,2,0,0,0,0.874,aucun,0
M,61,urbain,agriculture,0,3,26,7170000,4223000,2947000,3020000,63000,7285000,12,716400,0.243,4.216,105000,0.46,0,0,0,0,0,0,1,0.586,0.705,aucun,0
M,32,urbain,agriculture,1,2,13,119000,84000,35000,33000,29000,150000,9,19700,0.563,1.675,0,0.101,0,0,1,2,0,0,1,0.334,0.474,aucun,0
M,27,urbain,vente_vivres,1,2,68,1346000,1128000,218000,164000,61000,1068000,12,105000,0.482,1.562,29000,0.776,1,0.647,1,3,1,0,1,0.686,0.596,aucun,0
M,32,rural,commerce_detail,1,3,16,331000,261000,70000,73000,56000,330000,12,32400,0.463,2.253,8000,0.587,0,0,0,0,0,0,1,0.559,0.65,aucun,0
F,36,urbain,commerce_detail,1,5,24,483000,428000,55000,53000,49000,516000,12,50700,0.922,1.045,8000,0.6,1,0.744,0,0,0,0,1,0.684,0.71,aucun,0
M,59,rural,commerce_detail,1,9,62,332000,297000,35000,31000,32000,266000,12,26200,0.749,1.183,1000,0.473,1,0.73,1,1,1,0,1,0.435,0.796,aucun,0
F,35,rural,commerce_detail,1,0,32,949000,783000,166000,161000,20000,1002000,6,197100,1.187,0.817,22000,0.393,1,0.588,1,4,2,0,1,0.378,0.48,impaye,1
M,30,rural,commerce_detail,1,2,18,793000,713000,80000,74000,45000,298000,18,19500,0.244,3.795,9000,0.717,0,0,1,4,1,0,0,0,0.808,aucun,0
F,30,urbain,vente_vivres,1,2,55,20790000,18769000,2021000,1923000,45000,5914000,12,581500,0.288,3.307,145000,0.425,0,0,1,1,1,0,0,0,0.678,aucun,0
M,48,rural,commerce_detail,1,3,26,374000,317000,57000,57000,53000,241000,12,23700,0.416,2.405,2000,0.287,1,0.682,1,2,0,0,0,0,0.635,aucun,0
F,47,rural,commerce_detail,1,3,24,572000,497000,75000,77000,55000,297000,12,29200,0.389,2.637,9000,0.331,0,0,0,0,0,0,1,0.856,0.503,impaye,1
F,34,rural,services,0,2,16,851000,369000,482000,477000,63000,883000,18,57900,0.12,8.238,79000,0.394,1,0.832,0,0,0,0,1,0.209,0.839,aucun,0
F,21,rural,vente_vivres,1,3,25,2221000,1971000,250000,255000,69000,586000,12,57600,0.23,4.427,36000,0.433,0,0,1,3,0,0,1,0.37,0.389,aucun,0
F,28,urbain,artisanat,1,1,28,775000,409000,366000,337000,50000,403000,12,39600,0.108,8.51,65000,0.792,0,0,1,1,2,0,1,0.471,0.507,retards,1
F,53,urbain,commerce_detail,1,1,45,255000,205000,50000,43000,46000,150000,9,19700,0.394,2.183,1000,0.67,0,0,0,0,0,0,1,0.444,0.696,aucun,0
M,44,rural,vente_vivres,1,3,22,750000,639000,111000,106000,72000,642000,24,31600,0.285,3.354,13000,0.683,0,0,0,0,0,0,0,0,0.883,aucun,0
F,39,urbain,commerce_detail,1,2,69,519000,416000,103000,94000,68000,150000,12,14800,0.144,6.351,7000,0.356,1,0.806,1,3,1,0,1,0.362,0.355,aucun,0
M,55,rural,vente_vivres,1,2,63,109000,87000,22000,17000,20000,150000,12,14800,0.673,1.149,1000,0.695,1,0.766,0,0,0,0,1,0.406,0.881,aucun,0
F,56,urbain,commerce_detail,0,3,63,124000,104000,20000,18000,20000,150000,12,14800,0.74,1.216,1000,0.327,1,0.457,0,0,0,0,1,0.067,0.73,aucun,0
M,38,urbain,commerce_detail,1,1,38,6759000,5539000,1220000,1068000,37000,4471000,12,439600,0.36,2.429,145000,0.833,1,0.635,1,2,0,0,1,0.321,0.682,aucun,0
F,38,urbain,quincaillerie_materiaux,1,3,53,606000,503000,103000,89000,52000,207000,12,20400,0.198,4.363,15000,0.516,1,0.816,1,1,1,0,1,0.381,0.637,aucun,0
M,33,urbain,commerce_detail,0,2,50,465000,411000,54000,52000,57000,150000,12,14800,0.274,3.513,5000,0.702,0,0,1,1,0,0,0,0,0.862,aucun,0
M,35,rural,commerce_detail,1,2,59,1266000,1006000,260000,264000,60000,595000,12,58500,0.225,4.513,33000,0.751,1,0.757,1,4,0,0,1,0.448,0.927,aucun,0
F,25,urbain,artisanat,1,3,62,270000,161000,109000,88000,52000,150000,6,29500,0.271,2.983,7000,0.493,0,0,1,6,1,0,1,0.649,0.716,aucun,0
M,25,rural,commerce_detail,1,6,51,184000,156000,28000,28000,26000,150000,18,9800,0.35,2.857,3000,0.408,0,0,0,0,0,0,1,0.398,0.751,aucun,0
F,22,urbain,quincaillerie_materiaux,0,1,52,296000,275000,21000,17000,20000,177000,12,17400,0.829,0.977,1000,0.441,1,0.656,0,0,0,0,1,0.445,0.9,aucun,0
F,48,rural,quincaillerie_materiaux,1,7,49,9224000,7821000,1403000,1295000,143000,3809000,12,374600,0.267,3.457,13000,0.778,0,0,0,0,0,0,0,0,0.665,aucun,0
M,24,urbain,commerce_detail,0,2,52,15100000,12205000,2895000,2908000,63000,14469000,18,948500,0.328,3.066,237000,0.689,0,0,0,0,0,0,0,0,0.994,aucun,0
M,56,urbain,vente_vivres,0,5,36,303000,265000,38000,39000,28000,230000,12,22600,0.595,1.726,7000,0.561,1,0.385,1,1,1,0,1,0.317,0.85,aucun,0
F,31,urbain,commerce_detail,1,2,25,97000,82000,15000,13000,20000,150000,12,14800,0.987,0.878,2000,0.643,0,0,1,2,1,0,0,0,0.948,retards,1
F,54,urbain,services,0,3,18,67000,27000,40000,40000,75000,150000,12,14800,0.37,2.703,6000,0.674,0,0,0,0,0,0,0,0,0.691,aucun,0
M,35,rural,commerce_detail,1,6,16,663000,531000,132000,134000,81000,653000,12,64200,0.486,2.087,9000,0.983,1,0.673,1,1,1,0,1,0.427,0.807,aucun,0
M,24,rural,commerce_detail,1,4,19,229000,187000,42000,34000,26000,189000,6,37200,0.886,0.914,6000,0.269,0,0,1,4,1,0,1,0.444,0.807,aucun,0
M,50,urbain,commerce_detail,1,3,60,109000,85000,24000,21000,81000,150000,12,14800,0.617,1.419,4000,0.288,1,0.46,0,0,0,0,1,0.683,0.524,aucun,0
F,51,urbain,artisanat,0,3,75,1016000,626000,390000,383000,59000,585000,24,28800,0.074,13.298,4000,0.659,1,0.791,0,0,0,0,1,0.381,0.626,aucun,0
M,30,urbain,services,1,8,50,2221000,625000,1596000,1204000,141000,1540000,12,151400,0.095,7.952,128000,0.734,0,0,0,0,0,0,1,0.75,0.954,aucun,0
F,35,urbain,agriculture,1,4,40,551000,333000,218000,204000,104000,224000,18,14700,0.067,13.877,15000,0.696,0,0,0,0,0,0,0,0,0.633,aucun,0
M,30,urbain,quincaillerie_materiaux,0,4,13,750000,665000,85000,74000,75000,787000,18,51600,0.607,1.434,13000,0.872,0,0,1,3,1,0,0,0,0.614,impaye,1
F,37,urbain,services,1,3,33,756000,199000,557000,504000,74000,351000,12,34500,0.062,14.608,58000,0.49,1,0.377,1,2,0,0,1,0.581,0.857,aucun,0
M,39,rural,vente_vivres,0,4,24,84000,68000,16000,14000,20000,150000,12,14800,0.925,0.946,3000,0.286,1,0.863,1,1,2,0,0,0,0.879,aucun,0
F,35,rural,artisanat,0,7,24,1271000,641000,630000,509000,150000,1346000,12,132400,0.21,3.844,6000,0.718,1,0.946,1,1,0,0,0,0,0.769,aucun,0
M,22,urbain,vente_vivres,0,1,37,1713000,1545000,168000,144000,47000,828000,9,108600,0.646,1.326,9000,0.697,1,0.751,1,5,1,0,1,0.314,0.605,aucun,0
M,33,urbain,vente_vivres,0,3,50,2846000,2480000,366000,369000,59000,1814000,6,356800,0.975,1.034,36000,0.395,0,0,1,2,1,0,1,0.524,0.789,aucun,0
F,44,urbain,quincaillerie_materiaux,0,0,35,412000,359000,53000,49000,33000,190000,6,37400,0.706,1.31,2000,0.663,1,0.671,0,0,0,0,0,0,0.599,retards,1
M,36,urbain,quincaillerie_materiaux,1,2,106,228000,199000,29000,26000,47000,216000,12,21200,0.731,1.226,5000,0.393,0,0,0,0,0,0,1,0.823,0.649,aucun,0
F,35,urbain,commerce_detail,0,5,39,1895000,1705000,190000,183000,107000,1755000,12,172600,0.908,1.06,24000,0.74,1,0.656,1,2,0,0,1,0.569,0.861,retards,1
M,30,rural,vente_vivres,0,3,12,913000,734000,179000,144000,82000,922000,9,120900,0.675,1.191,20000,0.392,1,0.266,1,0,2,0,1,0.821,0.864,aucun,0
F,33,urbain,commerce_detail,0,5,86,1256000,1004000,252000,195000,120000,381000,12,37500,0.149,5.2,6000,0.429,1,0.523,0,0,0,0,0,0,0.726,aucun,0
F,51,rural,artisanat,0,0,34,345000,224000,121000,111000,32000,303000,12,29800,0.246,3.725,17000,0.606,1,0.749,1,1,0,0,0,0,0.907,aucun,0
F,28,rural,vente_vivres,1,2,74,752000,650000,102000,77000,58000,559000,12,55000,0.539,1.4,18000,0.753,1,0.571,0,0,0,0,1,0.291,0.714,retards,1
F,44,rural,artisanat,0,3,16,244000,166000,78000,62000,52000,150000,12,14800,0.19,4.189,11000,0.716,0,0,1,4,1,0,1,0.419,0.972,aucun,0
F,38,rural,vente_vivres,1,1,22,595000,525000,70000,68000,39000,599000,12,58900,0.841,1.154,7000,0.444,0,0,1,2,0,0,0,0,0.725,retards,1
M,40,urbain,services,0,3,19,444000,169000,275000,281000,65000,438000,12,43100,0.157,6.52,34000,0.593,0,0,1,7,0,0,1,0.33,0.936,aucun,0
M,31,urbain,commerce_detail,0,4,59,4378000,3719000,659000,551000,84000,3698000,12,363600,0.552,1.515,63000,0.743,0,0,0,0,0,0,1,0.553,0.596,retards,1
M,35,urbain,artisanat,0,4,68,952000,432000,520000,450000,81000,377000,24,18500,0.036,24.323,3000,0.853,0,0,1,4,1,0,1,0.714,0.833,aucun,0
F,38,rural,vente_vivres,1,0,47,2819000,2562000,257000,245000,38000,1327000,18,87000,0.339,2.816,40000,0.293,1,0.357,0,0,0,0,1,0.62,0.673,aucun,0
F,33,rural,commerce_detail,1,2,41,596000,502000,94000,93000,52000,228000,12,22400,0.238,4.152,4000,0.657,0,0,1,2,1,0,1,0.171,0.8,aucun,0
F,41,urbain,commerce_detail,1,1,13,817000,638000,179000,148000,49000,382000,12,37600,0.21,3.936,10000,0.621,1,0.552,1,1,0,0,0,0,0.915,aucun,0
M,42,urbain,commerce_detail,1,0,23,399000,321000,78000,78000,29000,362000,12,35600,0.456,2.191,13000,0.878,0,0,1,3,1,0,1,0.755,0.574,aucun,0
M,58,urbain,vente_vivres,0,4,25,234000,197000,37000,39000,24000,150000,12,14800,0.4,2.635,5000,0.595,0,0,1,2,4,0,1,0.282,0.724,aucun,0
F,41,urbain,services,0,3,14,1047000,284000,763000,592000,65000,513000,12,50400,0.066,11.746,76000,0.812,0,0,1,1,2,0,0,0,0.955,aucun,0
M,21,rural,agriculture,1,3,33,264000,147000,117000,96000,74000,150000,12,14800,0.126,6.486,5000,0.986,1,0.852,0,0,0,0,1,0.407,0.81,aucun,0
F,48,urbain,services,1,0,47,974000,263000,711000,688000,44000,285000,12,28000,0.039,24.571,105000,0.592,1,0.938,1,2,0,0,0,0,0.394,aucun,0
F,36,urbain,quincaillerie_materiaux,0,2,56,245000,225000,20000,15000,20000,150000,12,14800,0.74,1.013,2000,0.392,0,0,1,1,2,1,1,0.515,0.979,retards,1
